,BlockFrequency,CumulativeSums1,CumulativeSums2,FFT,Frequency,LinearComplexity,LongestRun,OverlappingTemplate,Rank,Runs,Universal
794,0.691709,0.000000,0.000000,0.110431,0.000000,0.575287,0.000774,0.003975,0.221152,0.000000,0.702988
795,0.106486,0.000000,0.000000,0.185594,0.000000,0.361285,0.075840,0.494009,0.969876,0.000000,0.142436
796,0.511945,0.000000,0.000000,0.063480,0.000000,0.377057,0.007042,0.076167,0.499030,0.000000,0.657123
797,0.502210,0.000000,0.000000,0.113357,0.000000,0.444300,0.000967,0.981041,0.426904,0.000000,0.857987
798,0.257386,0.000046,0.000041,0.330390,0.000031,0.574467,0.047554,0.829069,0.143790,0.000000,0.997583
799,0.993004,0.000003,0.000005,0.968944,0.000006,0.077839,0.321628,0.775668,0.287312,0.000000,0.240068
800,0.401023,0.000008,0.000008,0.172990,0.000005,0.317424,0.048714,0.055920,0.604858,0.000000,0.625145
801,0.513355,0.000010,0.000025,0.004481,0.000012,0.164346,0.029250,0.417709,0.548339,0.000000,0.558648
802,0.611144,0.000000,0.000000,0.948263,0.000000,0.349137,0.250622,0.126697,0.313404,0.000000,0.588218
803,0.155316,0.000000,0.000000,0.907019,0.000000,0.720949,0.436856,0.734264,0.433222,0.000000,0.949239
804,0.605142,0.000000,0.000000,0.128915,0.000000,0.734209,0.008994,0.238995,0.727406,0.000000,0.351897
805,0.946720,0.000001,0.000002,0.203439,0.000001,0.524726,0.296442,0.009795,0.069332,0.000000,0.147021
806,0.187724,0.000000,0.000000,0.499777,0.000000,0.601343,0.032715,0.219694,0.331308,0.000000,0.515203
807,0.754841,0.000010,0.000004,0.927617,0.000006,0.301028,0.631458,0.163374,0.268633,0.000000,0.508259
808,0.252999,0.000000,0.000000,0.451626,0.000000,0.589167,0.225980,0.265753,0.276978,0.000000,0.580275
809,0.064854,0.000000,0.000000,0.281413,0.000000,0.967760,0.050029,0.413724,0.027379,0.000000,0.861247
810,0.880943,0.000233,0.000181,0.726040,0.000127,0.851056,0.006912,0.375679,0.879022,0.144692,0.740123
811,0.425175,0.000000,0.000000,0.091584,0.000000,0.176296,0.000309,0.195848,0.592505,0.000000,0.541889
812,0.064027,0.000000,0.000000,0.467378,0.000000,0.406188,0.225225,0.751206,0.461712,0.000000,0.288747
813,0.110820,0.000008,0.000008,0.004302,0.000008,0.790529,0.157770,0.719317,0.247759,0.000000,0.143175
814,0.678553,0.000000,0.000000,0.927617,0.000000,0.338047,0.045144,0.430632,0.321855,0.000000,0.019489
815,0.801760,0.000093,0.000113,0.706654,0.000063,0.075860,0.607710,0.683154,0.542459,0.000000,0.980278
816,0.106549,0.000237,0.000016,0.089116,0.000124,0.061862,0.589246,0.519998,0.429079,0.714430,0.328027
817,0.428633,0.000009,0.000016,0.649671,0.000012,0.189434,0.360974,0.018181,0.774615,0.000000,0.569572
818,0.373928,0.000000,0.000000,0.621904,0.000000,0.813918,0.000870,0.409938,0.928672,0.000000,0.955522
819,0.042505,0.000000,0.000000,0.989646,0.000000,0.689999,0.000000,0.034213,0.586648,0.000000,0.474317
820,0.051669,0.000000,0.000000,0.377515,0.000000,0.310430,0.006461,0.080480,0.178229,0.000000,0.592073
